text,category,cleaned_text
My kids loved the gym.,Recreation,kid loved gym
The tour area was fun.,Recreation,tour area fun
The acoustics made the stay broken.,Rooms,acoustic made stay broken
My kids loved the spa.,Recreation,kid loved spa
Sleeping was hard because of the window.,Rooms,sleeping hard window
We ate at the restaurant and had breakfast.,Food,ate restaurant breakfast
Swimming in the music was the highlight.,Recreation,swimming music highlight
Breakfast buffet had amazing gastronomy.,Food,breakfast buffet amazing gastronomy
We ate at the restaurant and had gastronomy.,Food,ate restaurant gastronomy
Swimming in the beach was the highlight.,Recreation,swimming beach highlight
We were greeted by a disinterested driver.,Services,greeted disinterested driver
Housekeeping did not clean the sound insulation.,Rooms,housekeeping not clean sound insulation
Our room was very old and had a great lights.,Rooms,room old great light
We ate at the restaurant and had gastronomy.,Food,ate restaurant gastronomy
The hotel has a great tennis court.,Recreation,hotel great tennis court
"The suite needs renovation, especially the shower.",Rooms,suite need renovation especially shower
Evening kids club was closed.,Recreation,evening kid club closed
We spent all day at the beach.,Recreation,spent day beach
Our room was very trapping and had a great shower.,Rooms,room trapping great shower
Room service brought us cold menu options.,Food,roomservice brought u cold menu option
The massage equipment was clean.,Recreation,massage equipment clean
Evening pool was amazing.,Recreation,evening pool amazing
"Don't miss the excursion, it is amazing.",Recreation,dont miss excursion amazing
Check-in was rude thanks to the front desk agent.,Services,checkin rude thanks front desk agent
We waited too long for the bartender.,Services,waited long bartender
"The suite needs renovation, especially the balcony.",Rooms,suite need renovation especially balcony
Amazing hospitality from the hospitality team.,Services,amazing hospitality hospitality team
The staff was very ignored.,Services,staff ignored
The bartender was very polite.,Services,bartender polite
The bartender was very slow.,Services,bartender slow
We were greeted by a unhelpful driver.,Services,greeted unhelpful driver
Amazing hospitality from the manager.,Services,amazing hospitality manager
Dining experience was bad because of the tasteless menu options.,Food,dining experience bad tasteless menu option
Housekeeping did not clean the fridge.,Rooms,housekeeping not clean fridge
Bathroom balcony was broken.,Rooms,bathroom balcony broken
Breakfast buffet had amazing fish.,Food,breakfast buffet amazing fish
Amazing hospitality from the waiter.,Services,amazing hospitality waiter
The window in my room was tiny.,Rooms,window room tiny
Great tea but the steak was bland.,Food,great tea steak bland
Room service brought us cold bread.,Food,roomservice brought u cold bread
Amazing hospitality from the staff.,Services,amazing hospitality staff
Check-in was disinterested thanks to the manager.,Services,checkin disinterested thanks manager
My kids loved the aquatic facility.,Recreation,kid loved aquatic facility
Sleeping was hard because of the fridge.,Rooms,sleeping hard fridge
Dining experience was bad because of the tasty cake.,Food,dining experience bad tasty cake
The staff at the front desk were professional.,Services,staff front desk professional
Evening entertainment was closed.,Recreation,evening entertainment closed
"Service was unhelpful, especially the porter.",Services,service unhelpful especially porter
The buffet presentation was cold.,Food,buffet presentation cold
The coffee was fresh.,Food,coffee fresh
Evening fitness area was expensive.,Recreation,evening fitness area expensive
Great salad but the gastronomy was hot.,Food,great salad gastronomy hot
My kids loved the tennis court.,Recreation,kid loved tennis court
Check-in was professional thanks to the hospitality team.,Services,checkin professional thanks hospitality team
Room service brought us cold steak.,Food,roomservice brought u cold steak
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
We spent all day at the pool.,Recreation,spent day pool
My kids loved the massage.,Recreation,kid loved massage
"The suite needs renovation, especially the lavatory.",Rooms,suite need renovation especially lavatory
I ordered burger and it tasted delicious.,Food,ordered burger tasted delicious
The pillow made the stay questionable.,Rooms,pillow made stay questionable
The aquatic facility equipment was amazing.,Recreation,aquatic facility equipment amazing
The sink in my room was smelly.,Rooms,sink room smelly
"Don't miss the aquatic facility, it is relaxing.",Recreation,dont miss aquatic facility relaxing
Housekeeping did not clean the toilet.,Rooms,housekeeping not clean toilet
Bathroom AC was comfortable.,Rooms,bathroom ac comfortable
Sleeping was hard because of the bed.,Rooms,sleeping hard bed
We ate at the restaurant and had chicken.,Food,ate restaurant chicken
Amazing hospitality from the hospitality team.,Services,amazing hospitality hospitality team
The bread presentation was dry.,Food,bread presentation dry
The carpet in my room was worn out.,Rooms,carpet room worn
Room service brought us cold buffet.,Food,roomservice brought u cold buffet
"Service was slow, especially the waiter.",Services,service slow especially waiter
The hotel has a great tour.,Recreation,hotel great tour
I complained to the cleaning staff.,Services,complained cleaning staff
"Service was polite, especially the staff.",Services,service polite especially staff
I complained to the bartender.,Services,complained bartender
The beverage selection presentation was tasteless.,Food,beverage selection presentation tasteless
Check-in was helpful thanks to the driver.,Services,checkin helpful thanks driver
"Don't miss the massage, it is lacking.",Recreation,dont miss massage lacking
The dessert presentation was mediocre.,Food,dessert presentation mediocre
We waited too long for the service personnel.,Services,waited long service personnel
My kids loved the club.,Recreation,kid loved club
Amazing hospitality from the concierge.,Services,amazing hospitality concierge
"Don't miss the entertainment, it is overcrowded.",Recreation,dont miss entertainment overcrowded
The hospitality team was very slow.,Services,hospitality team slow
Housekeeping did not clean the shower.,Rooms,housekeeping not clean shower
Great gastronomy but the dining was mediocre.,Food,great gastronomy dining mediocre
Great pasta but the pizza was exquisite.,Food,great pasta pizza exquisite
Room service brought us cold dining.,Food,roomservice brought u cold dining
The service personnel was very polite.,Services,service personnel polite
The soup was oily.,Food,soup oily
I complained to the service personnel.,Services,complained service personnel
My kids loved the tour.,Recreation,kid loved tour
Amazing hospitality from the receptionist.,Services,amazing hospitality receptionist
Bathroom wifi was terrible.,Rooms,bathroom wifi terrible
Room service brought us cold salad.,Food,roomservice brought u cold salad
The massage area was amazing.,Recreation,massage area amazing
We were greeted by a rude driver.,Services,greeted rude driver
"The suite needs renovation, especially the pillow.",Rooms,suite need renovation especially pillow
The staff at the front desk were polite.,Services,staff front desk polite
Check-in was unhelpful thanks to the manager.,Services,checkin unhelpful thanks manager
Check-in was rude thanks to the porter.,Services,checkin rude thanks porter
The wifi in my room was questionable.,Rooms,wifi room questionable
Our room was very dated and had a great lights.,Rooms,room dated great light
Great dessert but the sauce was exquisite.,Food,great dessert sauce exquisite
I complained to the cleaning staff.,Services,complained cleaning staff
The pizza was tasty.,Food,pizza tasty
We were greeted by a friendly bellboy.,Services,greeted friendly bellboy
Swimming in the gym was the highlight.,Recreation,swimming gym highlight
"We loved the furniture, it was so comfortable.",Rooms,loved furniture comfortable
Check-in was rude thanks to the hospitality team.,Services,checkin rude thanks hospitality team
Room service brought us cold beverage selection.,Food,roomservice brought u cold beverage selection
The TV in my room was smelly.,Rooms,tv room smelly
The staff at the front desk were friendly.,Services,staff front desk friendly
I ordered buffet and it tasted non-existent.,Food,ordered buffet tasted nonexistent
Room service brought us cold curry.,Food,roomservice brought u cold curry
Breakfast buffet had amazing chicken.,Food,breakfast buffet amazing chicken
"Don't miss the gym, it is unsafe.",Recreation,dont miss gym unsafe
The steak presentation was exquisite.,Food,steak presentation exquisite
The music equipment was dirty.,Recreation,music equipment dirty
I complained to the cleaning staff.,Services,complained cleaning staff
We waited too long for the bellboy.,Services,waited long bellboy
Great curry but the beverage selection was oily.,Food,great curry beverage selection oily
We ate at the restaurant and had dining.,Food,ate restaurant dining
The gastronomy was tasteless.,Food,gastronomy tasteless
We ate at the restaurant and had tea.,Food,ate restaurant tea
Amazing hospitality from the bartender.,Services,amazing hospitality bartender
"Don't miss the massage, it is dirty.",Recreation,dont miss massage dirty
"The suite needs renovation, especially the TV.",Rooms,suite need renovation especially tv
"The suite needs renovation, especially the view.",Rooms,suite need renovation especially view
The staff at the front desk were ignored.,Services,staff front desk ignored
Our room was very cozy and had a great carpet.,Rooms,room cozy great carpet
Evening bar was lacking.,Recreation,evening bar lacking
The driver was very slow.,Services,driver slow
We ate at the restaurant and had menu options.,Food,ate restaurant menu option
I complained to the hospitality team.,Services,complained hospitality team
Amazing hospitality from the concierge.,Services,amazing hospitality concierge
The hotel has a great tour.,Recreation,hotel great tour
Check-in was warm thanks to the bartender.,Services,checkin warm thanks bartender
The music equipment was dangerous.,Recreation,music equipment dangerous
Amazing hospitality from the staff.,Services,amazing hospitality staff
I ordered pasta and it tasted delicious.,Food,ordered pasta tasted delicious
The music equipment was overcrowded.,Recreation,music equipment overcrowded
Our room was very dated and had a great sound insulation.,Rooms,room dated great sound insulation
Great tea but the breakfast was spicy.,Food,great tea breakfast spicy
The acoustics made the stay comfortable.,Rooms,acoustic made stay comfortable
The wine presentation was tasteless.,Food,wine presentation tasteless
The lights made the stay clean.,Rooms,light made stay clean
Swimming in the excursion was the highlight.,Recreation,swimming excursion highlight
I complained to the service personnel.,Services,complained service personnel
I complained to the cleaning staff.,Services,complained cleaning staff
Bathroom view was modern.,Rooms,bathroom view modern
The staff at the front desk were helpful.,Services,staff front desk helpful
The staff at the front desk were friendly.,Services,staff front desk friendly
Breakfast buffet had amazing chicken.,Food,breakfast buffet amazing chicken
Our room was very questionable and had a great view.,Rooms,room questionable great view
We spent all day at the tennis court.,Recreation,spent day tennis court
We were greeted by a ignored receptionist.,Services,greeted ignored receptionist
The breakfast presentation was non-existent.,Food,breakfast presentation nonexistent
The tour area was boring.,Recreation,tour area boring
"Service was helpful, especially the receptionist.",Services,service helpful especially receptionist
Evening bar was unsafe.,Recreation,evening bar unsafe
The club area was fun.,Recreation,club area fun
"The suite needs renovation, especially the lavatory.",Rooms,suite need renovation especially lavatory
The coffee presentation was oily.,Food,coffee presentation oily
The carpet made the stay clean.,Rooms,carpet made stay clean
Sleeping was hard because of the furniture.,Rooms,sleeping hard furniture
Great coffee but the menu options was greasy.,Food,great coffee menu option greasy
The aquatic facility area was cheap.,Recreation,aquatic facility area cheap
The kids club equipment was boring.,Recreation,kid club equipment boring
"Service was careless, especially the porter.",Services,service careless especially porter
Housekeeping did not clean the fridge.,Rooms,housekeeping not clean fridge
Room service brought us cold salad.,Food,roomservice brought u cold salad
The bed made the stay clean.,Rooms,bed made stay clean
My kids loved the music.,Recreation,kid loved music
"Don't miss the tour, it is closed.",Recreation,dont miss tour closed
Amazing hospitality from the concierge.,Services,amazing hospitality concierge
The gym area was crowded.,Recreation,gym area crowded
Swimming in the aquatic facility was the highlight.,Recreation,swimming aquatic facility highlight
Room service brought us cold chicken.,Food,roomservice brought u cold chicken
We ate at the restaurant and had buffet.,Food,ate restaurant buffet
The aquatic facility equipment was dirty.,Recreation,aquatic facility equipment dirty
I complained to the manager.,Services,complained manager
Breakfast buffet had amazing pasta.,Food,breakfast buffet amazing pasta
The staff at the front desk were fast.,Services,staff front desk fast
We spent all day at the entertainment.,Recreation,spent day entertainment
Bathroom lights was dirty.,Rooms,bathroom light dirty
The sound insulation made the stay dated.,Rooms,sound insulation made stay dated
Breakfast buffet had amazing tea.,Food,breakfast buffet amazing tea
Sleeping was hard because of the door.,Rooms,sleeping hard door
The hotel has a great massage.,Recreation,hotel great massage
We spent all day at the gym.,Recreation,spent day gym
We waited too long for the waiter.,Services,waited long waiter
Great beverage selection but the salad was salty.,Food,great beverage selection salad salty
Breakfast buffet had amazing steak.,Food,breakfast buffet amazing steak
Room service brought us cold soup.,Food,roomservice brought u cold soup
Our room was very questionable and had a great balcony.,Rooms,room questionable great balcony
We ate at the restaurant and had curry.,Food,ate restaurant curry
The door made the stay clean.,Rooms,door made stay clean
We spent all day at the tour.,Recreation,spent day tour
The curry presentation was tasteless.,Food,curry presentation tasteless
The bellboy was very friendly.,Services,bellboy friendly
Great tea but the beverage selection was tasty.,Food,great tea beverage selection tasty
Dining experience was bad because of the fresh steak.,Food,dining experience bad fresh steak
I ordered chicken and it tasted mediocre.,Food,ordered chicken tasted mediocre
The wifi in my room was trapping.,Rooms,wifi room trapping
The bread was stale.,Food,bread stale
The toilet made the stay comfortable.,Rooms,toilet made stay comfortable
The kids club area was expensive.,Recreation,kid club area expensive
The staff at the front desk were helpful.,Services,staff front desk helpful
The TV in my room was spacious.,Rooms,tv room spacious
We spent all day at the tennis court.,Recreation,spent day tennis court
We ate at the restaurant and had buffet.,Food,ate restaurant buffet
Sleeping was hard because of the carpet.,Rooms,sleeping hard carpet
The hotel has a great bar.,Recreation,hotel great bar
We were greeted by a rude receptionist.,Services,greeted rude receptionist
The acoustics in my room was worn out.,Rooms,acoustic room worn
My kids loved the aquatic facility.,Recreation,kid loved aquatic facility
Amazing hospitality from the concierge.,Services,amazing hospitality concierge
Great salad but the beer was non-existent.,Food,great salad beer nonexistent
"We loved the suite aesthetic, it was so worn out.",Rooms,loved suite aesthetic worn
The dessert was salty.,Food,dessert salty
Swimming in the fitness area was the highlight.,Recreation,swimming fitness area highlight
We spent all day at the bar.,Recreation,spent day bar
The hotel has a great kids club.,Recreation,hotel great kid club
Great pizza but the fish was stale.,Food,great pizza fish stale
We waited too long for the service personnel.,Services,waited long service personnel
We were greeted by a attentive hospitality team.,Services,greeted attentive hospitality team
My kids loved the spa.,Recreation,kid loved spa
I complained to the hospitality team.,Services,complained hospitality team
We were greeted by a polite service personnel.,Services,greeted polite service personnel
Breakfast buffet had amazing culinary experience.,Food,breakfast buffet amazing culinary experience
We spent all day at the club.,Recreation,spent day club
"We loved the shower, it was so dated.",Rooms,loved shower dated
The sink made the stay modern.,Rooms,sink made stay modern
We spent all day at the entertainment.,Recreation,spent day entertainment
Evening wellness center was expensive.,Recreation,evening wellness center expensive
Sleeping was hard because of the bed.,Rooms,sleeping hard bed
Bathroom TV was questionable.,Rooms,bathroom tv questionable
We were greeted by a arrogant front desk agent.,Services,greeted arrogant front desk agent
We ate at the restaurant and had steak.,Food,ate restaurant steak
I complained to the driver.,Services,complained driver
The sink made the stay smelly.,Rooms,sink made stay smelly
"We loved the suite aesthetic, it was so smelly.",Rooms,loved suite aesthetic smelly
Check-in was unhelpful thanks to the bellboy.,Services,checkin unhelpful thanks bellboy
The bellboy was very disinterested.,Services,bellboy disinterested
We waited too long for the receptionist.,Services,waited long receptionist
Amazing hospitality from the concierge.,Services,amazing hospitality concierge
The hotel has a great club.,Recreation,hotel great club
The staff at the front desk were fast.,Services,staff front desk fast
We waited too long for the receptionist.,Services,waited long receptionist
Dining experience was bad because of the yummy beer.,Food,dining experience bad yummy beer
The protein was tasty.,Food,protein tasty
Our room was very questionable and had a great balcony.,Rooms,room questionable great balcony
"Don't miss the excursion, it is clean.",Recreation,dont miss excursion clean
The bed in my room was clean.,Rooms,bed room clean
We ate at the restaurant and had curry.,Food,ate restaurant curry
We were greeted by a careless waiter.,Services,greeted careless waiter
Bathroom fridge was modern.,Rooms,bathroom fridge modern
Dining experience was bad because of the stale culinary experience.,Food,dining experience bad stale culinary experience
My kids loved the excursion.,Recreation,kid loved excursion
The club area was crowded.,Recreation,club area crowded
The beverage selection was fresh.,Food,beverage selection fresh
We waited too long for the concierge.,Services,waited long concierge
Room service brought us cold sauce.,Food,roomservice brought u cold sauce
The TV made the stay spacious.,Rooms,tv made stay spacious
We waited too long for the receptionist.,Services,waited long receptionist
Room service brought us cold chicken.,Food,roomservice brought u cold chicken
The club equipment was overcrowded.,Recreation,club equipment overcrowded
The hotel has a great music.,Recreation,hotel great music
We spent all day at the massage.,Recreation,spent day massage
The pizza presentation was raw.,Food,pizza presentation raw
The pillow made the stay questionable.,Rooms,pillow made stay questionable
We ate at the restaurant and had protein.,Food,ate restaurant protein
The window made the stay old.,Rooms,window made stay old
Room service brought us cold soup.,Food,roomservice brought u cold soup
Breakfast buffet had amazing pasta.,Food,breakfast buffet amazing pasta
The carpet made the stay clean.,Rooms,carpet made stay clean
My kids loved the entertainment.,Recreation,kid loved entertainment
The bartender was very friendly.,Services,bartender friendly
Dining experience was bad because of the mediocre coffee.,Food,dining experience bad mediocre coffee
Evening aquatic facility was dangerous.,Recreation,evening aquatic facility dangerous
We were greeted by a friendly bartender.,Services,greeted friendly bartender
The sheets in my room was dated.,Rooms,sheet room dated
We spent all day at the wellness center.,Recreation,spent day wellness center
My kids loved the entertainment.,Recreation,kid loved entertainment
Breakfast buffet had amazing dessert.,Food,breakfast buffet amazing dessert
Amazing hospitality from the cleaning staff.,Services,amazing hospitality cleaning staff
The pool area was expensive.,Recreation,pool area expensive
I ordered menu options and it tasted raw.,Food,ordered menu option tasted raw
"The suite needs renovation, especially the furniture.",Rooms,suite need renovation especially furniture
Evening wellness center was dangerous.,Recreation,evening wellness center dangerous
The protein was delicious.,Food,protein delicious
Breakfast buffet had amazing culinary experience.,Food,breakfast buffet amazing culinary experience
The fish was delicious.,Food,fish delicious
Swimming in the club was the highlight.,Recreation,swimming club highlight
Our room was very worn out and had a great shower.,Rooms,room worn great shower
Evening tour was amazing.,Recreation,evening tour amazing
Housekeeping did not clean the view.,Rooms,housekeeping not clean view
"Service was fast, especially the front desk agent.",Services,service fast especially front desk agent
The breakfast presentation was stale.,Food,breakfast presentation stale
Dining experience was bad because of the fresh rice.,Food,dining experience bad fresh rice
The manager was very professional.,Services,manager professional
We spent all day at the bar.,Recreation,spent day bar
The carpet made the stay cozy.,Rooms,carpet made stay cozy
"Service was slow, especially the staff.",Services,service slow especially staff
The acoustics made the stay dated.,Rooms,acoustic made stay dated
I ordered bread and it tasted cold.,Food,ordered bread tasted cold
The dining was greasy.,Food,dining greasy
Bathroom bed was dusty.,Rooms,bathroom bed dusty
We were greeted by a attentive hospitality team.,Services,greeted attentive hospitality team
Dining experience was bad because of the salty curry.,Food,dining experience bad salty curry
We waited too long for the concierge.,Services,waited long concierge
"We loved the decor, it was so old.",Rooms,loved decor old
We were greeted by a attentive staff.,Services,greeted attentive staff
Dining experience was bad because of the greasy breakfast.,Food,dining experience bad greasy breakfast
The sound insulation made the stay worn out.,Rooms,sound insulation made stay worn
We were greeted by a attentive hospitality team.,Services,greeted attentive hospitality team
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
I complained to the bellboy.,Services,complained bellboy
Sleeping was hard because of the furniture.,Rooms,sleeping hard furniture
Housekeeping did not clean the fridge.,Rooms,housekeeping not clean fridge
Breakfast buffet had amazing wine.,Food,breakfast buffet amazing wine
The toilet made the stay trapping.,Rooms,toilet made stay trapping
The staff at the front desk were polite.,Services,staff front desk polite
The bellboy was very helpful.,Services,bellboy helpful
Check-in was fast thanks to the concierge.,Services,checkin fast thanks concierge
Sleeping was hard because of the acoustics.,Rooms,sleeping hard acoustic
"Don't miss the club, it is cheap.",Recreation,dont miss club cheap
Great menu options but the beverage selection was mediocre.,Food,great menu option beverage selection mediocre
The staff was very rude.,Services,staff rude
"We loved the shower, it was so worn out.",Rooms,loved shower worn
The rice presentation was delicious.,Food,rice presentation delicious
The lavatory in my room was quiet.,Rooms,lavatory room quiet
Bathroom door was clean.,Rooms,bathroom door clean
The staff at the front desk were polite.,Services,staff front desk polite
Our room was very terrible and had a great suite aesthetic.,Rooms,room terrible great suite aesthetic
The tea was non-existent.,Food,tea nonexistent
Great wine but the gastronomy was exquisite.,Food,great wine gastronomy exquisite
I complained to the waiter.,Services,complained waiter
"We loved the suite aesthetic, it was so dated.",Rooms,loved suite aesthetic dated
The staff was very slow.,Services,staff slow
"Don't miss the aquatic facility, it is cheap.",Recreation,dont miss aquatic facility cheap
Sleeping was hard because of the AC.,Rooms,sleeping hard ac
Great salad but the menu options was fresh.,Food,great salad menu option fresh
I complained to the receptionist.,Services,complained receptionist
The lights made the stay noisy.,Rooms,light made stay noisy
I ordered coffee and it tasted tasteless.,Food,ordered coffee tasted tasteless
We waited too long for the porter.,Services,waited long porter
We spent all day at the excursion.,Recreation,spent day excursion
We were greeted by a attentive manager.,Services,greeted attentive manager
Amazing hospitality from the cleaning staff.,Services,amazing hospitality cleaning staff
The receptionist was very disinterested.,Services,receptionist disinterested
The balcony made the stay modern.,Rooms,balcony made stay modern
I complained to the concierge.,Services,complained concierge
"Don't miss the beach, it is crowded.",Recreation,dont miss beach crowded
The pasta presentation was yummy.,Food,pasta presentation yummy
We ate at the restaurant and had burger.,Food,ate restaurant burger
Swimming in the beach was the highlight.,Recreation,swimming beach highlight
The gym equipment was amazing.,Recreation,gym equipment amazing
Check-in was professional thanks to the cleaning staff.,Services,checkin professional thanks cleaning staff
Our room was very spacious and had a great sheets.,Rooms,room spacious great sheet
We ate at the restaurant and had burger.,Food,ate restaurant burger
Check-in was warm thanks to the bartender.,Services,checkin warm thanks bartender
I ordered soup and it tasted delicious.,Food,ordered soup tasted delicious
We were greeted by a warm receptionist.,Services,greeted warm receptionist
We were greeted by a welcoming staff.,Services,greeted welcoming staff
Swimming in the fitness area was the highlight.,Recreation,swimming fitness area highlight
We ate at the restaurant and had pasta.,Food,ate restaurant pasta
I ordered coffee and it tasted stale.,Food,ordered coffee tasted stale
I ordered fish and it tasted mediocre.,Food,ordered fish tasted mediocre
The hotel has a great excursion.,Recreation,hotel great excursion
Room service brought us cold buffet.,Food,roomservice brought u cold buffet
We ate at the restaurant and had sauce.,Food,ate restaurant sauce
The pasta presentation was salty.,Food,pasta presentation salty
Swimming in the spa was the highlight.,Recreation,swimming spa highlight
Breakfast buffet had amazing dessert.,Food,breakfast buffet amazing dessert
Amazing hospitality from the receptionist.,Services,amazing hospitality receptionist
The acoustics in my room was smelly.,Rooms,acoustic room smelly
We waited too long for the manager.,Services,waited long manager
Great dining but the coffee was salty.,Food,great dining coffee salty
"The suite needs renovation, especially the shower.",Rooms,suite need renovation especially shower
Swimming in the spa was the highlight.,Recreation,swimming spa highlight
I ordered breakfast and it tasted oily.,Food,ordered breakfast tasted oily
The lavatory made the stay dusty.,Rooms,lavatory made stay dusty
We waited too long for the hospitality team.,Services,waited long hospitality team
The soup presentation was overcooked.,Food,soup presentation overcooked
The tour area was overcrowded.,Recreation,tour area overcrowded
Great beverage selection but the culinary experience was tasteless.,Food,great beverage selection culinary experience tasteless
We waited too long for the driver.,Services,waited long driver
Housekeeping did not clean the shower.,Rooms,housekeeping not clean shower
Amazing hospitality from the hospitality team.,Services,amazing hospitality hospitality team
We waited too long for the cleaning staff.,Services,waited long cleaning staff
Evening wellness center was lacking.,Recreation,evening wellness center lacking
Evening kids club was relaxing.,Recreation,evening kid club relaxing
We spent all day at the music.,Recreation,spent day music
"The suite needs renovation, especially the sheets.",Rooms,suite need renovation especially sheet
Evening aquatic facility was dirty.,Recreation,evening aquatic facility dirty
The pool area was boring.,Recreation,pool area boring
Dining experience was bad because of the spicy wine.,Food,dining experience bad spicy wine
The hotel has a great bar.,Recreation,hotel great bar
Housekeeping did not clean the AC.,Rooms,housekeeping not clean ac
I ordered coffee and it tasted spicy.,Food,ordered coffee tasted spicy
The staff at the front desk were helpful.,Services,staff front desk helpful
"The suite needs renovation, especially the sink.",Rooms,suite need renovation especially sink
Breakfast buffet had amazing cake.,Food,breakfast buffet amazing cake
Swimming in the kids club was the highlight.,Recreation,swimming kid club highlight
I ordered menu options and it tasted cold.,Food,ordered menu option tasted cold
"We loved the balcony, it was so noisy.",Rooms,loved balcony noisy
My kids loved the spa.,Recreation,kid loved spa
Housekeeping did not clean the lights.,Rooms,housekeeping not clean light
Housekeeping did not clean the pillow.,Rooms,housekeeping not clean pillow
The soup was tasteless.,Food,soup tasteless
We ate at the restaurant and had sauce.,Food,ate restaurant sauce
Check-in was slow thanks to the manager.,Services,checkin slow thanks manager
The front desk agent was very careless.,Services,front desk agent careless
I ordered steak and it tasted spicy.,Food,ordered steak tasted spicy
Housekeeping did not clean the door.,Rooms,housekeeping not clean door
Swimming in the excursion was the highlight.,Recreation,swimming excursion highlight
Room service brought us cold dessert.,Food,roomservice brought u cold dessert
We waited too long for the manager.,Services,waited long manager
We waited too long for the service personnel.,Services,waited long service personnel
The hotel has a great aquatic facility.,Recreation,hotel great aquatic facility
The spa area was crowded.,Recreation,spa area crowded
Great buffet but the pizza was overcooked.,Food,great buffet pizza overcooked
The curry presentation was meager.,Food,curry presentation meager
Swimming in the tennis court was the highlight.,Recreation,swimming tennis court highlight
We were greeted by a unhelpful hospitality team.,Services,greeted unhelpful hospitality team
I complained to the porter.,Services,complained porter
The receptionist was very welcoming.,Services,receptionist welcoming
"Don't miss the tennis court, it is fun.",Recreation,dont miss tennis court fun
Check-in was careless thanks to the manager.,Services,checkin careless thanks manager
"The suite needs renovation, especially the window.",Rooms,suite need renovation especially window
Room service brought us cold curry.,Food,roomservice brought u cold curry
Breakfast buffet had amazing buffet.,Food,breakfast buffet amazing buffet
The acoustics made the stay dusty.,Rooms,acoustic made stay dusty
Great fish but the breakfast was greasy.,Food,great fish breakfast greasy
My kids loved the excursion.,Recreation,kid loved excursion
The carpet in my room was worn out.,Rooms,carpet room worn
Room service brought us cold beverage selection.,Food,roomservice brought u cold beverage selection
Evening pool was relaxing.,Recreation,evening pool relaxing
My kids loved the excursion.,Recreation,kid loved excursion
Amazing hospitality from the service personnel.,Services,amazing hospitality service personnel
Swimming in the excursion was the highlight.,Recreation,swimming excursion highlight
Our room was very cozy and had a great lavatory.,Rooms,room cozy great lavatory
The hotel has a great gym.,Recreation,hotel great gym
"The suite needs renovation, especially the carpet.",Rooms,suite need renovation especially carpet
The furniture made the stay comfortable.,Rooms,furniture made stay comfortable
Room service brought us cold breakfast.,Food,roomservice brought u cold breakfast
The kids club area was amazing.,Recreation,kid club area amazing
We waited too long for the service personnel.,Services,waited long service personnel
Housekeeping did not clean the fridge.,Rooms,housekeeping not clean fridge
We were greeted by a ignored driver.,Services,greeted ignored driver
We waited too long for the front desk agent.,Services,waited long front desk agent
Swimming in the music was the highlight.,Recreation,swimming music highlight
I ordered coffee and it tasted mediocre.,Food,ordered coffee tasted mediocre
The front desk agent was very arrogant.,Services,front desk agent arrogant
The staff at the front desk were professional.,Services,staff front desk professional
Breakfast buffet had amazing beer.,Food,breakfast buffet amazing beer
The wifi in my room was smelly.,Rooms,wifi room smelly
Sleeping was hard because of the TV.,Rooms,sleeping hard tv
The pasta was disappointing.,Food,pasta disappointing
Bathroom sound insulation was tiny.,Rooms,bathroom sound insulation tiny
I ordered soup and it tasted delicious.,Food,ordered soup tasted delicious
Great beer but the tea was spicy.,Food,great beer tea spicy
The hotel has a great pool.,Recreation,hotel great pool
We were greeted by a welcoming service personnel.,Services,greeted welcoming service personnel
The view in my room was tiny.,Rooms,view room tiny
The menu options was salty.,Food,menu option salty
We ate at the restaurant and had beverage selection.,Food,ate restaurant beverage selection
"We loved the suite aesthetic, it was so terrible.",Rooms,loved suite aesthetic terrible
The kids club equipment was boring.,Recreation,kid club equipment boring
"Service was warm, especially the receptionist.",Services,service warm especially receptionist
Swimming in the kids club was the highlight.,Recreation,swimming kid club highlight
Dining experience was bad because of the undercooked breakfast.,Food,dining experience bad undercooked breakfast
The lavatory in my room was cozy.,Rooms,lavatory room cozy
"The suite needs renovation, especially the TV.",Rooms,suite need renovation especially tv
Our room was very dusty and had a great balcony.,Rooms,room dusty great balcony
Room service brought us cold chicken.,Food,roomservice brought u cold chicken
"The suite needs renovation, especially the acoustics.",Rooms,suite need renovation especially acoustic
Swimming in the gym was the highlight.,Recreation,swimming gym highlight
Our room was very noisy and had a great acoustics.,Rooms,room noisy great acoustic
"The suite needs renovation, especially the sink.",Rooms,suite need renovation especially sink
Breakfast buffet had amazing menu options.,Food,breakfast buffet amazing menu option
Sleeping was hard because of the carpet.,Rooms,sleeping hard carpet
The breakfast presentation was stale.,Food,breakfast presentation stale
Sleeping was hard because of the pillow.,Rooms,sleeping hard pillow
The pizza presentation was meager.,Food,pizza presentation meager
Our room was very questionable and had a great sheets.,Rooms,room questionable great sheet
Sleeping was hard because of the furniture.,Rooms,sleeping hard furniture
The bellboy was very professional.,Services,bellboy professional
Housekeeping did not clean the AC.,Rooms,housekeeping not clean ac
The club equipment was expensive.,Recreation,club equipment expensive
"Don't miss the club, it is amazing.",Recreation,dont miss club amazing
"Service was attentive, especially the bartender.",Services,service attentive especially bartender
The receptionist was very helpful.,Services,receptionist helpful
"Don't miss the entertainment, it is dangerous.",Recreation,dont miss entertainment dangerous
I ordered protein and it tasted greasy.,Food,ordered protein tasted greasy
The pasta was delicious.,Food,pasta delicious
