text,category,action
Very arrogant behavior from the bellboy.,Services,Staff Training Required
The bed smells like mildew.,Rooms,Inspect Room & Maintenance
"Nothing to do here, entertainment is closed.",Recreation,Upgrade Pool & Activities
The carpet smells like mildew.,Rooms,Inspect Room & Maintenance
The wifi makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
I ordered cake but it was not fresh.,Food,Review Menu & Kitchen Quality
The pool area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
Room 201 has a noisy window.,Rooms,Inspect Room & Maintenance
I ordered breakfast but it tasted terrible.,Food,Review Menu & Kitchen Quality
"We were bored, the spa needs an upgrade.",Recreation,Upgrade Pool & Activities
The kids club was very empty.,Recreation,Upgrade Pool & Activities
The carpet smells like wet dog.,Rooms,Inspect Room & Maintenance
"Terrible dining experience, rice was not good.",Food,Review Menu & Kitchen Quality
The air conditioner in my room was stained.,Rooms,Inspect Room & Maintenance
"Staff training is needed, employee was rude.",Services,Staff Training Required
Room 201 has a smells like dog carpet.,Rooms,Inspect Room & Maintenance
I ordered burger but it was waste of money.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, steak was not good.",Food,Review Menu & Kitchen Quality
We were treated poorly by a lazy cleaning staff.,Services,Staff Training Required
"Nothing to do here, games is small.",Recreation,Upgrade Pool & Activities
"Bathroom was disgusting, shower was clogged.",Rooms,Inspect Room & Maintenance
I asked for a towel at the pool but the staff kept us waiting.,Services,Staff Training Required
The sheets makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"Food quality is bland, especially the burger.",Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff argued with us.,Services,Staff Training Required
"Hotel needs more fun, entertainment was crowded.",Recreation,Upgrade Pool & Activities
"Nothing to do here, entertainment is crowded.",Recreation,Upgrade Pool & Activities
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
The games was very cold.,Recreation,Upgrade Pool & Activities
"Bathroom was disgusting, wifi was moldy.",Rooms,Inspect Room & Maintenance
"We were bored, the kids club needs an upgrade.",Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, cake was burned.",Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, soup was bland.",Food,Review Menu & Kitchen Quality
Room 201 has a dirty lock.,Rooms,Inspect Room & Maintenance
"Food quality is greasy, especially the dessert.",Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
"Please fix the sheets, it is moldy.",Rooms,Inspect Room & Maintenance
"We were bored, the activities needs an upgrade.",Recreation,Upgrade Pool & Activities
"Service was terrible, the cleaning staff did check on us.",Services,Staff Training Required
I asked for a towel at the pool but the staff argued with us.,Services,Staff Training Required
"Service was terrible, the employee ignored us.",Services,Staff Training Required
The gym area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
"Room maintenance is poor, ceiling kept leaking.",Rooms,Inspect Room & Maintenance
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
The room smells like sewage.,Rooms,Inspect Room & Maintenance
The bar was very expensive.,Recreation,Upgrade Pool & Activities
The guy at the gym was very angry.,Services,Staff Training Required
"Kitchen needs improvement, pizza was undercooked.",Food,Review Menu & Kitchen Quality
I complained to the bellboy but they ignored us.,Services,Staff Training Required
"We were bored, the gym needs an upgrade.",Recreation,Upgrade Pool & Activities
"We had issues with the fridge, it was broken.",Rooms,Inspect Room & Maintenance
"Food quality is undercooked, especially the soup.",Food,Review Menu & Kitchen Quality
"We had issues with the bed, it was stained.",Rooms,Inspect Room & Maintenance
The spa was very expensive.,Recreation,Upgrade Pool & Activities
The cake was greasy.,Food,Review Menu & Kitchen Quality
"Food quality is tasteless, especially the curry.",Food,Review Menu & Kitchen Quality
The cleaning staff was extremely incompetent.,Services,Staff Training Required
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
The kids club area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff scolded me.,Services,Staff Training Required
"Terrible dining experience, curry was not fresh.",Food,Review Menu & Kitchen Quality
The lights makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
We found the cake to be overcooked and bland.,Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, soup was overcooked.",Food,Review Menu & Kitchen Quality
The carpet smells like smoke.,Rooms,Inspect Room & Maintenance
The rice was burned.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, cake lacked flavor.",Food,Review Menu & Kitchen Quality
The spa was very empty.,Recreation,Upgrade Pool & Activities
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
"Staff training is needed, manager was incompetent.",Services,Staff Training Required
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
The bar area is dirty and needs attention.,Recreation,Upgrade Pool & Activities
"Nothing to do here, bar is cold.",Recreation,Upgrade Pool & Activities
The guy at the pool was very arrogant.,Services,Staff Training Required
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
The chicken was cold.,Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
The music was very cold.,Recreation,Upgrade Pool & Activities
The server was extremely arrogant.,Services,Staff Training Required
"Nothing to do here, spa is outdated.",Recreation,Upgrade Pool & Activities
I ordered pizza but it lacked flavor.,Food,Review Menu & Kitchen Quality
The AC in my room was dirty.,Rooms,Inspect Room & Maintenance
I complained to the employee but they refused to help.,Services,Staff Training Required
The chicken was raw.,Food,Review Menu & Kitchen Quality
The pool area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
"Nothing to do here, pool is useless.",Recreation,Upgrade Pool & Activities
"Service was terrible, the staff did check on us.",Services,Staff Training Required
"Nothing to do here, activities is outdated.",Recreation,Upgrade Pool & Activities
"Bathroom was disgusting, ceiling was smells like dog.",Rooms,Inspect Room & Maintenance
We were treated poorly by a slow staff.,Services,Staff Training Required
"Disappointed with the gym, it was cold.",Recreation,Upgrade Pool & Activities
"Room maintenance is poor, fridge kept leaking.",Rooms,Inspect Room & Maintenance
The bellboy was extremely aggressive.,Services,Staff Training Required
"We were bored, the beach needs an upgrade.",Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
"Bathroom was disgusting, shower was stained.",Rooms,Inspect Room & Maintenance
"Zero service at the rooftop bar, we waited 20 mins.",Services,Staff Training Required
"Room maintenance is poor, lights kept leaking.",Rooms,Inspect Room & Maintenance
The spa was very closed.,Recreation,Upgrade Pool & Activities
"We were bored, the pool needs an upgrade.",Recreation,Upgrade Pool & Activities
The manager was extremely arrogant.,Services,Staff Training Required
"Please fix the fridge, it is smells bad.",Rooms,Inspect Room & Maintenance
I ordered cake but it was disappointing.,Food,Review Menu & Kitchen Quality
The guy at the pool was very arrogant.,Services,Staff Training Required
"Staff training is needed, bellboy was unhelpful.",Services,Staff Training Required
The TV in my room was dirty.,Rooms,Inspect Room & Maintenance
I cannot get the safe to open.,Rooms,Inspect Room & Maintenance
"Service was terrible, the server kept us waiting.",Services,Staff Training Required
We found the tea to be stale and burned.,Food,Review Menu & Kitchen Quality
"Room maintenance is poor, lights kept leaking.",Rooms,Inspect Room & Maintenance
"Hotel needs more fun, music was cold.",Recreation,Upgrade Pool & Activities
"Food quality is overcooked, especially the coffee.",Food,Review Menu & Kitchen Quality
"Staff training is needed, server was aggressive.",Services,Staff Training Required
"Disappointed with the bar, it was dirty.",Recreation,Upgrade Pool & Activities
"Staff training is needed, receptionist was slow.",Services,Staff Training Required
"Terrible dining experience, curry was not good.",Food,Review Menu & Kitchen Quality
"Service was terrible, the manager did check on us.",Services,Staff Training Required
"Hotel needs more fun, tennis court was small.",Recreation,Upgrade Pool & Activities
We were treated poorly by a unprofessional manager.,Services,Staff Training Required
"Hotel needs more fun, spa was small.",Recreation,Upgrade Pool & Activities
"Terrible dining experience, tea made me sick.",Food,Review Menu & Kitchen Quality
"Nothing to do here, pool is expensive.",Recreation,Upgrade Pool & Activities
"Hotel needs more fun, entertainment was expensive.",Recreation,Upgrade Pool & Activities
"We had issues with the door, it was smells bad.",Rooms,Inspect Room & Maintenance
I cannot get the safe to open.,Rooms,Inspect Room & Maintenance
The room smells like sewage.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, AC kept leaking.",Rooms,Inspect Room & Maintenance
The activities was very cold.,Recreation,Upgrade Pool & Activities
"Please fix the AC, it is moldy.",Rooms,Inspect Room & Maintenance
Room 201 has a smells bad air conditioner.,Rooms,Inspect Room & Maintenance
"Please fix the fan, it is leaking.",Rooms,Inspect Room & Maintenance
The wifi makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
The ceiling in my room was damaged.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, bed kept making noise.",Rooms,Inspect Room & Maintenance
"Disappointed with the spa, it was dirty.",Recreation,Upgrade Pool & Activities
I ordered steak but it was not fresh.,Food,Review Menu & Kitchen Quality
I cannot get the main door to open.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
The carpet smells like mildew.,Rooms,Inspect Room & Maintenance
The guy at the gym was very angry.,Services,Staff Training Required
We were treated poorly by a unhelpful receptionist.,Services,Staff Training Required
The chicken was undercooked.,Food,Review Menu & Kitchen Quality
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
"Food quality is raw, especially the fish.",Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, soup was burned.",Food,Review Menu & Kitchen Quality
I complained to the bellboy but they ignored us.,Services,Staff Training Required
The guy at the gym was very unhelpful.,Services,Staff Training Required
"Hotel needs more fun, beach was small.",Recreation,Upgrade Pool & Activities
"Food quality is burned, especially the curry.",Food,Review Menu & Kitchen Quality
The bar area is closed and needs attention.,Recreation,Upgrade Pool & Activities
We found the fish to be raw and burned.,Food,Review Menu & Kitchen Quality
"Food quality is undercooked, especially the rice.",Food,Review Menu & Kitchen Quality
The tea was tasteless.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, kids club was small.",Recreation,Upgrade Pool & Activities
The fish was burned.,Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, tea was dry.",Food,Review Menu & Kitchen Quality
The guy at the tennis court was very slow.,Services,Staff Training Required
"Kitchen needs improvement, pasta was greasy.",Food,Review Menu & Kitchen Quality
"Hotel needs more fun, spa was expensive.",Recreation,Upgrade Pool & Activities
"Zero service at the rooftop bar, we waited 20 mins.",Services,Staff Training Required
The balcony in my room was old.,Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, fish was dry.",Food,Review Menu & Kitchen Quality
"Food quality is raw, especially the fish.",Food,Review Menu & Kitchen Quality
"Staff training is needed, waiter was unhelpful.",Services,Staff Training Required
The window in my room was dirty.,Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, burger was raw.",Food,Review Menu & Kitchen Quality
The tennis court was very closed.,Recreation,Upgrade Pool & Activities
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff kept us waiting.,Services,Staff Training Required
The guy at the tennis court was very unprofessional.,Services,Staff Training Required
The door in my room was wet.,Rooms,Inspect Room & Maintenance
The breakfast was tasteless.,Food,Review Menu & Kitchen Quality
Room 201 has a leaking wifi.,Rooms,Inspect Room & Maintenance
"Service was terrible, the waiter ignored us.",Services,Staff Training Required
Room 201 has a old AC.,Rooms,Inspect Room & Maintenance
"Disappointed with the activities, it was dirty.",Recreation,Upgrade Pool & Activities
I ordered soup but it tasted terrible.,Food,Review Menu & Kitchen Quality
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
"Food quality is salty, especially the fish.",Food,Review Menu & Kitchen Quality
"Nothing to do here, bar is dirty.",Recreation,Upgrade Pool & Activities
The AC in my room was noisy.,Rooms,Inspect Room & Maintenance
"Bathroom was disgusting, lights was smells like dog.",Rooms,Inspect Room & Maintenance
The games area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
"Food quality is stale, especially the steak.",Food,Review Menu & Kitchen Quality
"Disappointed with the beach, it was closed.",Recreation,Upgrade Pool & Activities
The pizza was dry.,Food,Review Menu & Kitchen Quality
The lock in my room was moldy.,Rooms,Inspect Room & Maintenance
We found the fish to be burned and undercooked.,Food,Review Menu & Kitchen Quality
The employee was extremely arrogant.,Services,Staff Training Required
The beach area is cold and needs attention.,Recreation,Upgrade Pool & Activities
We were treated poorly by a mean receptionist.,Services,Staff Training Required
We found the breakfast to be awful and bland.,Food,Review Menu & Kitchen Quality
"Food quality is oily, especially the chicken.",Food,Review Menu & Kitchen Quality
"Terrible dining experience, buffet was disappointing.",Food,Review Menu & Kitchen Quality
The bed in my room was smells bad.,Rooms,Inspect Room & Maintenance
"Food quality is stale, especially the coffee.",Food,Review Menu & Kitchen Quality
"Hotel needs more fun, pool was boring.",Recreation,Upgrade Pool & Activities
The waiter was extremely unfriendly.,Services,Staff Training Required
The room smells like sewage.,Rooms,Inspect Room & Maintenance
The pool was very empty.,Recreation,Upgrade Pool & Activities
The games area is small and needs attention.,Recreation,Upgrade Pool & Activities
"Disappointed with the bar, it was crowded.",Recreation,Upgrade Pool & Activities
"We were bored, the gym needs an upgrade.",Recreation,Upgrade Pool & Activities
Room 201 has a smelly TV.,Rooms,Inspect Room & Maintenance
Very slow behavior from the employee.,Services,Staff Training Required
We found the breakfast to be raw and overcooked.,Food,Review Menu & Kitchen Quality
We were treated poorly by a unfriendly manager.,Services,Staff Training Required
Room 201 has a stained lock.,Rooms,Inspect Room & Maintenance
"Terrible dining experience, pasta was not fresh.",Food,Review Menu & Kitchen Quality
I cannot get the main door to close.,Rooms,Inspect Room & Maintenance
The buffet was awful.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, coffee was waste of money.",Food,Review Menu & Kitchen Quality
I cannot get the balcony door to close.,Rooms,Inspect Room & Maintenance
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
"Service was terrible, the bartender argued with us.",Services,Staff Training Required
The concierge was extremely angry.,Services,Staff Training Required
"Terrible dining experience, pizza was disappointing.",Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
The server was extremely angry.,Services,Staff Training Required
"Terrible dining experience, buffet lacked flavor.",Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
The spa area is useless and needs attention.,Recreation,Upgrade Pool & Activities
I cannot get the balcony door to lock.,Rooms,Inspect Room & Maintenance
The receptionist was extremely unfriendly.,Services,Staff Training Required
We found the burger to be bland and inadible.,Food,Review Menu & Kitchen Quality
The spa area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
The games was very crowded.,Recreation,Upgrade Pool & Activities
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
"We were bored, the entertainment needs an upgrade.",Recreation,Upgrade Pool & Activities
"Food quality is bland, especially the tea.",Food,Review Menu & Kitchen Quality
"Zero service at the rooftop bar, we waited 20 mins.",Services,Staff Training Required
"Room maintenance is poor, AC kept leaking.",Rooms,Inspect Room & Maintenance
"Hotel needs more fun, tennis court was boring.",Recreation,Upgrade Pool & Activities
The kids club was very boring.,Recreation,Upgrade Pool & Activities
"We were bored, the pool needs an upgrade.",Recreation,Upgrade Pool & Activities
"Disappointed with the games, it was crowded.",Recreation,Upgrade Pool & Activities
The soup was cold.,Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff rolled their eyes.,Services,Staff Training Required
"Bathroom was disgusting, lock was broken.",Rooms,Inspect Room & Maintenance
The kids club area is cold and needs attention.,Recreation,Upgrade Pool & Activities
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
"Disappointed with the music, it was crowded.",Recreation,Upgrade Pool & Activities
The shower makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"Hotel needs more fun, bar was crowded.",Recreation,Upgrade Pool & Activities
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
The door makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, AC kept leaking.",Rooms,Inspect Room & Maintenance
The curtain smells like mildew.,Rooms,Inspect Room & Maintenance
The balcony in my room was old.,Rooms,Inspect Room & Maintenance
"Disappointed with the pool, it was dirty.",Recreation,Upgrade Pool & Activities
Room 201 has a wet carpet.,Rooms,Inspect Room & Maintenance
"We were bored, the entertainment needs an upgrade.",Recreation,Upgrade Pool & Activities
"Please fix the carpet, it is wont lock.",Rooms,Inspect Room & Maintenance
The spa was very boring.,Recreation,Upgrade Pool & Activities
The rice was dry.,Food,Review Menu & Kitchen Quality
I complained to the staff but they did check on us.,Services,Staff Training Required
"Food quality is dry, especially the rice.",Food,Review Menu & Kitchen Quality
We found the breakfast to be greasy and dry.,Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, cake was burned.",Food,Review Menu & Kitchen Quality
The gym area is boring and needs attention.,Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff forgot our order.,Services,Staff Training Required
"Nothing to do here, kids club is expensive.",Recreation,Upgrade Pool & Activities
"Please fix the window, it is dirty.",Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, lock kept leaking.",Rooms,Inspect Room & Maintenance
"We were bored, the music needs an upgrade.",Recreation,Upgrade Pool & Activities
"We were bored, the entertainment needs an upgrade.",Recreation,Upgrade Pool & Activities
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
The receptionist was extremely arrogant.,Services,Staff Training Required
"Please fix the lights, it is dirty.",Rooms,Inspect Room & Maintenance
I cannot get the window to close.,Rooms,Inspect Room & Maintenance
The activities was very useless.,Recreation,Upgrade Pool & Activities
"Hotel needs more fun, beach was dirty.",Recreation,Upgrade Pool & Activities
"We had issues with the fridge, it was smells bad.",Rooms,Inspect Room & Maintenance
"Disappointed with the music, it was boring.",Recreation,Upgrade Pool & Activities
"Terrible dining experience, pasta was not fresh.",Food,Review Menu & Kitchen Quality
"Staff training is needed, cleaning staff was unfriendly.",Services,Staff Training Required
"Terrible dining experience, buffet tasted terrible.",Food,Review Menu & Kitchen Quality
Very arrogant behavior from the employee.,Services,Staff Training Required
"Staff training is needed, employee was unprofessional.",Services,Staff Training Required
"Nothing to do here, games is dirty.",Recreation,Upgrade Pool & Activities
The balcony makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"We were bored, the tennis court needs an upgrade.",Recreation,Upgrade Pool & Activities
"Hotel needs more fun, music was boring.",Recreation,Upgrade Pool & Activities
We were treated poorly by a unfriendly bartender.,Services,Staff Training Required
"Disappointed with the bar, it was crowded.",Recreation,Upgrade Pool & Activities
"Service was terrible, the cleaning staff ignored us.",Services,Staff Training Required
The toilet makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"We had issues with the sheets, it was dirty.",Rooms,Inspect Room & Maintenance
"Hotel needs more fun, tennis court was useless.",Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, buffet was burned.",Food,Review Menu & Kitchen Quality
"Food quality is awful, especially the curry.",Food,Review Menu & Kitchen Quality
"Food quality is greasy, especially the breakfast.",Food,Review Menu & Kitchen Quality
"We had issues with the AC, it was smells bad.",Rooms,Inspect Room & Maintenance
"Please fix the carpet, it is broken.",Rooms,Inspect Room & Maintenance
The activities was very small.,Recreation,Upgrade Pool & Activities
We were treated poorly by a angry cleaning staff.,Services,Staff Training Required
The spa area is small and needs attention.,Recreation,Upgrade Pool & Activities
"Please fix the balcony, it is noisy.",Rooms,Inspect Room & Maintenance
"We had issues with the balcony, it was dirty.",Rooms,Inspect Room & Maintenance
I complained to the waiter but they was on their phone.,Services,Staff Training Required
The pool was very boring.,Recreation,Upgrade Pool & Activities
Very unhelpful behavior from the receptionist.,Services,Staff Training Required
The gym area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
"Disappointed with the entertainment, it was crowded.",Recreation,Upgrade Pool & Activities
I cannot get the main door to close.,Rooms,Inspect Room & Maintenance
"We had issues with the ceiling, it was leaking.",Rooms,Inspect Room & Maintenance
I ordered pizza but it lacked flavor.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, soup smelled bad.",Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff was on their phone.,Services,Staff Training Required
The pool area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
The sheets in my room was damp.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
"Disappointed with the gym, it was empty.",Recreation,Upgrade Pool & Activities
The activities was very expensive.,Recreation,Upgrade Pool & Activities
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
We were treated poorly by a arrogant employee.,Services,Staff Training Required
"Hotel needs more fun, beach was useless.",Recreation,Upgrade Pool & Activities
"We had issues with the sink, it was smelly.",Rooms,Inspect Room & Maintenance
"Room maintenance is poor, balcony kept failing.",Rooms,Inspect Room & Maintenance
"Staff training is needed, bellboy was impolite.",Services,Staff Training Required
We found the fish to be stale and cold.,Food,Review Menu & Kitchen Quality
The gym was very useless.,Recreation,Upgrade Pool & Activities
I complained to the bellboy but they kept us waiting.,Services,Staff Training Required
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
I complained to the waiter but they yelled at me.,Services,Staff Training Required
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"Service was terrible, the cleaning staff ignored us.",Services,Staff Training Required
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
The tennis court area is useless and needs attention.,Recreation,Upgrade Pool & Activities
I ordered curry but it was not fresh.,Food,Review Menu & Kitchen Quality
Very slow behavior from the server.,Services,Staff Training Required
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
"Service was terrible, the receptionist argued with us.",Services,Staff Training Required
"Service was terrible, the manager refused to help.",Services,Staff Training Required
The room smells like wet dog.,Rooms,Inspect Room & Maintenance
The guy at the pool was very slow.,Services,Staff Training Required
Room 201 has a moldy fan.,Rooms,Inspect Room & Maintenance
I cannot get the safe to open.,Rooms,Inspect Room & Maintenance
The entertainment area is closed and needs attention.,Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"Disappointed with the beach, it was outdated.",Recreation,Upgrade Pool & Activities
The cleaning staff was extremely aggressive.,Services,Staff Training Required
"We were bored, the pool needs an upgrade.",Recreation,Upgrade Pool & Activities
"Hotel needs more fun, activities was expensive.",Recreation,Upgrade Pool & Activities
We were treated poorly by a aggressive concierge.,Services,Staff Training Required
"Hotel needs more fun, pool was dirty.",Recreation,Upgrade Pool & Activities
"Hotel needs more fun, beach was empty.",Recreation,Upgrade Pool & Activities
"We had issues with the sink, it was wet.",Rooms,Inspect Room & Maintenance
The gym was very small.,Recreation,Upgrade Pool & Activities
The tennis court was very dirty.,Recreation,Upgrade Pool & Activities
We found the pizza to be stale and dry.,Food,Review Menu & Kitchen Quality
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
"We were bored, the pool needs an upgrade.",Recreation,Upgrade Pool & Activities
The activities area is empty and needs attention.,Recreation,Upgrade Pool & Activities
The staff was extremely rude.,Services,Staff Training Required
The room smells like mildew.,Rooms,Inspect Room & Maintenance
We were treated poorly by a angry waiter.,Services,Staff Training Required
"Food quality is inadible, especially the cake.",Food,Review Menu & Kitchen Quality
"Food quality is salty, especially the curry.",Food,Review Menu & Kitchen Quality
"Room maintenance is poor, toilet kept leaking.",Rooms,Inspect Room & Maintenance
The spa area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
The guy at the tennis court was very aggressive.,Services,Staff Training Required
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
"Kitchen needs improvement, pizza was dry.",Food,Review Menu & Kitchen Quality
"Staff training is needed, server was unfriendly.",Services,Staff Training Required
We found the steak to be oily and awful.,Food,Review Menu & Kitchen Quality
"Nothing to do here, kids club is boring.",Recreation,Upgrade Pool & Activities
The dessert was dry.,Food,Review Menu & Kitchen Quality
I cannot get the main door to open.,Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, fish was salty.",Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
I ordered chicken but it smelled bad.,Food,Review Menu & Kitchen Quality
We found the burger to be awful and burned.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, beach was boring.",Recreation,Upgrade Pool & Activities
"We were bored, the gym needs an upgrade.",Recreation,Upgrade Pool & Activities
"Disappointed with the games, it was empty.",Recreation,Upgrade Pool & Activities
We found the soup to be tasteless and dry.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, pool was boring.",Recreation,Upgrade Pool & Activities
"Food quality is greasy, especially the buffet.",Food,Review Menu & Kitchen Quality
"We had issues with the ceiling, it was damaged.",Rooms,Inspect Room & Maintenance
We found the pasta to be greasy and salty.,Food,Review Menu & Kitchen Quality
"Kitchen needs improvement, steak was inadible.",Food,Review Menu & Kitchen Quality
The carpet makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"Food quality is tasteless, especially the tea.",Food,Review Menu & Kitchen Quality
The tennis court was very useless.,Recreation,Upgrade Pool & Activities
"Food quality is inadible, especially the buffet.",Food,Review Menu & Kitchen Quality
"We had issues with the bed, it was stained.",Rooms,Inspect Room & Maintenance
The employee was extremely aggressive.,Services,Staff Training Required
The buffet was greasy.,Food,Review Menu & Kitchen Quality
The carpet smells like smoke.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
"Please fix the toilet, it is dusty.",Rooms,Inspect Room & Maintenance
The room smells like wet dog.,Rooms,Inspect Room & Maintenance
"Nothing to do here, games is boring.",Recreation,Upgrade Pool & Activities
I cannot get the safe to lock.,Rooms,Inspect Room & Maintenance
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
I complained to the server but they was on their phone.,Services,Staff Training Required
"Terrible dining experience, tea tasted terrible.",Food,Review Menu & Kitchen Quality
"Terrible dining experience, dessert tasted terrible.",Food,Review Menu & Kitchen Quality
"Food quality is undercooked, especially the breakfast.",Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff did check on us.,Services,Staff Training Required
I cannot get the window to close.,Rooms,Inspect Room & Maintenance
"Bathroom was disgusting, balcony was clogged.",Rooms,Inspect Room & Maintenance
"Nothing to do here, games is dirty.",Recreation,Upgrade Pool & Activities
I ordered buffet but it made me sick.,Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff refused to help.,Services,Staff Training Required
I ordered tea but it was not fresh.,Food,Review Menu & Kitchen Quality
We were treated poorly by a rude bellboy.,Services,Staff Training Required
I ordered tea but it was disappointing.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, bar was empty.",Recreation,Upgrade Pool & Activities
The cake was salty.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, beach was cold.",Recreation,Upgrade Pool & Activities
We found the curry to be burned and awful.,Food,Review Menu & Kitchen Quality
"Please fix the sink, it is smelly.",Rooms,Inspect Room & Maintenance
The cake was dry.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, burger smelled bad.",Food,Review Menu & Kitchen Quality
"Staff training is needed, server was rude.",Services,Staff Training Required
The kids club area is boring and needs attention.,Recreation,Upgrade Pool & Activities
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
Room 201 has a wont lock lock.,Rooms,Inspect Room & Maintenance
